iter	Passed	Remaining
1665	155279	17242
1666	155376	17150
1667	155478	17057
1668	155579	16965
1669	155677	16872
1670	155779	16780
1671	155879	16688
1672	155979	16595
1673	156076	16502
1674	156176	16410
1675	156273	16317
1676	156373	16224
1677	156472	16132
1678	156573	16039
1679	156671	15946
1680	156771	15854
1681	156869	15761
1682	156965	15668
1683	157065	15575
1684	157165	15483
1685	157262	15390
1686	157361	15297
1687	157461	15205
1688	157559	15112
1689	157658	15019
1690	157759	14926
1691	157862	14834
1692	157964	14742
1693	158063	14649
1694	158162	14556
1695	158262	14463
1696	158363	14371
1697	158463	14278
1698	158562	14185
1699	158661	14092
1700	158761	14000
1701	158858	13907
1702	158956	13814
1703	159088	13724
1704	159190	13631
1705	159287	13538
1706	159390	13445
1707	159489	13353
1708	159586	13259
1709	159687	13167
1710	159783	13074
1711	159885	12981
1712	159992	12889
1713	160105	12797
1714	160208	12704
1715	160311	12611
1716	160414	12519
1717	160517	12426
1718	160621	12333
1719	160727	12241
1720	160831	12148
1721	160935	12056
1722	161040	11963
1723	161143	11870
1724	161248	11778
1725	161355	11685
1726	161455	11592
1727	161557	11499
1728	161659	11406
1729	161764	11314
1730	161871	11221
1731	161973	11128
1732	162076	11035
1733	162181	10943
1734	162282	10850
1735	162386	10757
1736	162490	10664
1737	162596	10571
1738	162702	10478
1739	162804	10385
1740	162910	10293
1741	163017	10200
1742	163124	10107
1743	163226	10014
1744	163332	9921
1745	163436	9828
1746	163538	9735
1747	163639	9642
1748	163749	9549
1749	163860	9457
1750	163965	9364
1751	164069	9271
1752	164181	9178
1753	164284	9085
1754	164392	8992
1755	164497	8899
1756	164604	8806
1757	164709	8713
1758	164811	8620
1759	164913	8526
1760	165018	8433
1761	165125	8340
1762	165233	8247
1763	165333	8154
1764	165438	8061
1765	165544	7967
1766	165649	7874
1767	165754	7781
1768	165859	7688
1769	165962	7594
1770	166064	7501
1771	166169	7408
1772	166280	7315
1773	166385	7221
1774	166488	7128
1775	166594	7035
1776	166699	6941
1777	166804	6848
1778	166908	6755
1779	167016	6661
1780	167119	6568
1781	167227	6475
1782	167331	6381
1783	167434	6288
1784	167542	6194
1785	167651	6101
1786	167754	6007
1787	167862	5914
1788	167969	5821
1789	168074	5727
1790	168182	5634
1791	168285	5540
1792	168385	5446
1793	168492	5353
1794	168597	5259
1795	168701	5166
1796	168807	5072
1797	168915	4979
1798	169016	4885
1799	169123	4791
1800	169229	4698
1801	169329	4604
1802	169433	4510
1803	169555	4417
1804	169661	4323
1805	169767	4230
1806	169872	4136
1807	169980	4042
1808	170086	3948
1809	170190	3855
1810	170296	3761
1811	170399	3667
1812	170505	3573
1813	170618	3480
1814	170725	3386
1815	170831	3292
1816	170934	3198
1817	171041	3104
1818	171148	3010
1819	171252	2916
1820	171382	2823
1821	171568	2730
1822	171674	2636
1823	171781	2542
1824	171893	2448
1825	172000	2354
1826	172107	2260
1827	172215	2166
1828	172323	2072
1829	172431	1978
1830	172537	1884
1831	172639	1790
1832	172746	1696
1833	172852	1602
1834	172954	1508
1835	173061	1413
1836	173167	1319
1837	173272	1225
1838	173380	1131
1839	173484	1037
1840	173589	942
1841	173702	848
1842	173806	754
1843	173907	660
1844	174011	565
1845	174119	471
1846	174227	377
1847	174328	283
1848	174435	188
1849	174539	94
1850	174643	0
