iter	RMSE
1666	70.55914284
1667	70.55347767
1668	70.54699057
1669	70.53904752
1670	70.52481603
1671	70.51909078
1672	70.51096218
1673	70.50610853
1674	70.48353577
1675	70.47883397
1676	70.47306087
1677	70.46705272
1678	70.46021673
1679	70.45380591
1680	70.44194593
1681	70.43545631
1682	70.42976148
1683	70.42326995
1684	70.41828477
1685	70.41284267
1686	70.40565709
1687	70.39904813
1688	70.36979363
1689	70.34503191
1690	70.33781523
1691	70.32901662
1692	70.321387
1693	70.3152769
1694	70.29170508
1695	70.28621489
1696	70.25262401
1697	70.2462314
1698	70.24076125
1699	70.23497174
1700	70.21108667
1701	70.20275543
1702	70.19432033
1703	70.18896377
1704	70.18188393
1705	70.176063
1706	70.17150698
1707	70.16740516
1708	70.15508157
1709	70.14981106
1710	70.14301434
1711	70.13690919
1712	70.12657665
1713	70.1194442
1714	70.11094718
1715	70.10372917
1716	70.08322929
1717	70.07594572
1718	70.06960489
1719	70.05859475
1720	70.04993185
1721	70.04304948
1722	70.03629778
1723	70.03036612
1724	70.02513253
1725	70.01863165
1726	70.01245105
1727	70.00672696
1728	70.00251994
1729	69.99721541
1730	69.99174795
1731	69.98661196
1732	69.97915257
1733	69.97039037
1734	69.96472983
1735	69.95966408
1736	69.95460137
1737	69.94814345
1738	69.94115745
1739	69.93518788
1740	69.92830882
1741	69.92029578
1742	69.90432732
1743	69.89766607
1744	69.88895378
1745	69.8805113
1746	69.87565616
1747	69.86912006
1748	69.86369328
1749	69.83986267
1750	69.83266386
1751	69.82711394
1752	69.82053839
1753	69.81401635
1754	69.80858039
1755	69.80200718
1756	69.79582183
1757	69.78918785
1758	69.78284256
1759	69.77520507
1760	69.7688026
1761	69.76196835
1762	69.74960437
1763	69.74352825
1764	69.73700057
1765	69.73161423
1766	69.72457087
1767	69.71927247
1768	69.71260632
1769	69.70717097
1770	69.70116939
1771	69.65406714
1772	69.64776049
1773	69.64183662
1774	69.63586993
1775	69.62802394
1776	69.62091119
1777	69.61315498
1778	69.60725417
1779	69.60119103
1780	69.5955146
1781	69.58982598
1782	69.58484077
1783	69.57808206
1784	69.57102206
1785	69.54103621
1786	69.53422232
1787	69.52305545
1788	69.51471158
1789	69.49401627
1790	69.48781451
1791	69.48107219
1792	69.47465047
1793	69.46895636
1794	69.46240326
1795	69.4563312
1796	69.44681354
1797	69.40809401
1798	69.40154901
1799	69.36419938
1800	69.35717763
1801	69.35014867
1802	69.33377808
1803	69.3268399
1804	69.32160011
1805	69.31552321
1806	69.31092274
1807	69.3039889
1808	69.29517609
1809	69.28773313
1810	69.28028175
1811	69.27143712
1812	69.26568989
1813	69.25394234
1814	69.25041135
1815	69.18893846
1816	69.18291444
1817	69.17630823
1818	69.17151654
1819	69.16311642
1820	69.12314266
1821	69.11243256
1822	69.10745541
1823	69.10137227
1824	69.09680544
1825	69.09044631
1826	69.08465389
1827	69.07680417
1828	69.06856242
1829	69.06324751
1830	69.05084993
1831	69.04497547
1832	69.03883485
1833	69.03312078
1834	69.01789732
1835	68.99778442
1836	68.9907174
1837	68.92602617
1838	68.91976551
1839	68.91436653
1840	68.90818702
1841	68.89335282
1842	68.8859076
1843	68.87925871
1844	68.86038635
1845	68.8535193
1846	68.84753976
1847	68.84278943
1848	68.83778938
1849	68.83279183
1850	68.82658601
